"SEN","09/12/2018","13","2425.8419","1316.2123","24.3699","1708.134","16378.6974","286.8824","605.8735","1348.565","1233.5734","2956.5766","1354.8523"
"SEN","09/12/2018","14","2474.9082","1297.2974","25.5224","1701.6232","16137.1011","286.7141","605.0658","1366.3831","1259.4347","2950.94","1355.0737"
"SEN","09/12/2018","15","2397.4142","1310.2092","26.392","1665.6663","15941.9654","290.0128","605.7046","1500.4243","1295.3148","2983.078","1355.8418"
"SEN","09/12/2018","16","2453.0886","1272.4186","25.8743","1664.4894","15999.3464","285.7504","604.8049","1584.1303","1316.2208","2991.117","1353.6378"
"SEN","09/12/2018","17","2339.5995","977.6309","26.834","1736.5328","16670.0919","288.06","604.1958","1292.3509","1452.0518","2991.0032","1433.6681"
"SEN","09/12/2018","18","2221.0928","206.9986","25.3534","2327.6613","17121.2945","268.4845","606.2118","1467.0165","1504.1558","3355.2851","1642.0854"
"SEN","09/12/2018","19","2185.1239","0.5293","25.1774","2503.3908","17918.6619","269.6231","608.6384","2854.8391","1515.7238","4042.8017","1739.2346"
"SEN","09/12/2018","20","2192.0194","0","25.241","2504.2128","17989.32","273.7982","610.2149","3674.7712","1523.1589","4130.1533","1754.1995"
"SEN","09/12/2018","21","2172.9804","0","20.3353","2503.9938","17990.6364","273.7558","610.2891","3501.3087","1528.7493","4125.0036","1735.5413"
"SEN","09/12/2018","22","2173.5127","0","23.6655","2509.0786","17886.8565","268.3624","611.6458","2766.7142","1531.9983","4071.216","1739.8214"
"SEN","09/12/2018","23","2171.4751","0","23.5594","2486.5364","17400.2177","264.5381","612.5373","2236.7722","1533.6361","3672.9811","1709.9053"
"SEN","09/12/2018","24","2091.6684","0","25.7357","2124.5587","17177.2314","253.8473","609.9768","1555.0702","1534.5893","3243.7599","1479.2409"
"SEN","10/12/2018","1","2050.1074","0","24.8931","1673.9919","16692.1188","253.1498","611.1802","968.3759","1534.8992","3079.2844","1508.4054"
"SEN","10/12/2018","2","2110.8976","0","17.3205","1609.4231","16081.8537","244.8526","611.2757","751.8254","1534.9862","2954.2005","1508.1238"
"SEN","10/12/2018","3","1985.8632","0","24.1008","1614.1143","15752.2876","247.3114","610.529","717.0264","1534.8145","2986.6842","1447.1997"
"SEN","10/12/2018","4","1952.8778","0","26.687","1613.3142","15428.8873","244.6363","611.3875","760.401","1534.9585","2983.6183","1447.922"
"SEN","10/12/2018","5","1982.3513","0","26.938","1631.1193","15710.2378","245.1367","611.1166","715.9744","1534.3186","2982.4171","1460.9151"
"SEN","10/12/2018","6","2031.1669","0","25.7951","1937.5404","16244.2759","249.7653","611.2184","888.4121","1534.1448","3201.905","1457.3254"
"SEN","10/12/2018","7","2013.6855","0.0205","26.5651","2457.2952","17469.2954","257.2365","611.872","879.9912","1532.9494","3677.5357","1582.955"
"SEN","10/12/2018","8","2039.9242","42.0463","23.497","2402.2402","18145.5687","248.2554","610.854","1124.4066","1532.4732","3951.6034","1918.9765"
"SEN","10/12/2018","9","2066.6606","345.7016","22.4411","2379.8398","18581.4669","241.0933","601.1013","1231.1385","1537.5938","4110.0883","2034.1051"
"SEN","10/12/2018","10","2039.6128","665.5461","23.6459","2450.4039","18745.2173","245.783","595.7976","1438.9752","1545.2846","4375.4599","2067.9038"
"SEN","10/12/2018","11","1928.7018","1072.2443","24.5095","2456.6327","18707.2296","342.2832","601.2403","1519.3699","1545.3716","4417.8646","2080.7474"
"SEN","10/12/2018","12","1747.4167","1246.0373","25.3448","2476.3613","18653.1142","354.1316","601.5994","1737.364","1543.3528","4361.8184","2078.5244"
"SEN","10/12/2018","13","1484.2091","1287.0813","24.9553","2497.937","18737.5594","348.9971","592.7468","1796.5448","1542.1084","4437.9534","2064.6846"
"SEN","10/12/2018","14","1387.4317","1279.8608","24.8556","2488.4749","18727.7212","351.946","602.8145","1998.0227","1541.5685","4471.9044","2024.8975"
"SEN","10/12/2018","15","1457.4548","1197.4327","25.3356","2481.0153","18746.1232","345.0734","605.6782","2123.2431","1542.0322","4438.7861","1935.1315"
"SEN","10/12/2018","16","1445.2947","1286.0742","22.2135","2506.3958","18826.7752","343.0098","606.5458","2167.4739","1541.926","4508.3351","1923.7744"
"SEN","10/12/2018","17","1392.8106","1086.2034","24.0723","2492.3674","18676.1623","259.3442","609.6109","2777.7545","1541.8764","4547.1531","1974.7765"
"SEN","10/12/2018","18","1518.8453","242.7455","24.4708","2489.6922","18690.9519","255.4491","611.3617","3474.3904","1541.4759","4735.1877","2040.2835"
"SEN","10/12/2018","19","1692.933","0.9568","25.0327","2473.7198","19125.5288","260.1672","611.3809","4484.7069","1541.0947","4771.4287","2049.435"
"SEN","10/12/2018","20","1780.4526","0","22.807","2493.4098","19334.6143","271.901","612.9262","4430.2257","1540.226","4831.8178","1985.3325"
"SEN","10/12/2018","21","1896.7641","0","24.5763","2482.969","19304.8804","275.7557","614.3483","3934.4816","1539.2511","4782.5365","1983.3108"
"SEN","10/12/2018","22","1944.8214","0","25.0157","2481.0317","18639.7422","277.5244","614.8491","3412.9065","1538.3134","4593.1494","1992.6451"
"SEN","10/12/2018","23","2032.3409","0","22.6633","2491.4708","18018.0379","275.0466","614.7353","3068.613","1537.1495","3923.073","1900.6407"
"SEN","10/12/2018","24","2043.3904","0","23.391","2501.4714","17785.5988","268.2193","614.3224","2096.2301","1536.2972","3644.8032","1720.4479"
"SEN","11/12/2018","1","2053.2801","0","21.462","2399.3205","17373.6217","260.0519","614.7739","1139.824","1536.0039","3480.7832","1488.1957"
