"SEN","17/06/2019","8","1239.504","235.7062","18.1988","1763.4773","20851.6494","370.7128","604.8376","3526.6072","1428.1052","4422.017","2064.2198"
"SEN","17/06/2019","9","958.7056","1397.2778","18.4375","1788.1669","20624.8929","361.4484","598.4578","4412.5434","1431.4431","4633.3196","2148.2711"
"SEN","17/06/2019","10","955.8572","2572.6083","14.8711","1753.9922","20274.3635","353.9471","596.3849","5193.083","1434.1826","4684.7098","2175.2019"
"SEN","17/06/2019","11","929.4035","3016.2137","15.802","1754.4852","20443.6911","355.6168","595.4203","5878.8873","1436.1273","4670.5058","2191.0181"
"SEN","17/06/2019","12","923.014","3143.3438","15.7819","1913.8917","20790.7811","348.7543","596.7833","6230.9468","1438.1882","4811.1059","2186.7126"
"SEN","17/06/2019","13","988.9073","3216.1954","16.5741","1961.2275","21074.661","356.2912","599.3416","6504.4267","1440.2876","5017.8357","2120.9991"
"SEN","17/06/2019","14","1050.7495","3199.5047","16.6608","1971.5249","21142.5289","358.1845","597.3013","6754.2724","1441.8508","5284.7652","2105.0484"
"SEN","17/06/2019","15","972.0303","3011.9085","16.9302","1999.5564","21198.1552","348.0256","596.8595","7325.1623","1442.8766","5287.744","2161.7483"
"SEN","17/06/2019","16","1230.2299","2920.5438","16.7109","2077.6889","21595.85","349.2306","594.4023","7407.7564","1443.4047","5418.2288","2197.5946"
"SEN","17/06/2019","17","1551.2844","2720.1104","15.5781","2171.5737","21961.4936","361.6897","597.4155","7170.3472","1441.8978","5476.9361","2070.3097"
"SEN","17/06/2019","18","1615.4018","2336.8399","18.3021","2279.1951","22043.4221","362.0486","597.2764","6648.1625","1441.5417","5598.7576","2041.3916"
"SEN","17/06/2019","19","1520.0847","1631.4197","15.5675","2428.1138","22414.4568","360.0086","597.2847","5892.3067","1443.1838","5540.2325","2032.3156"
"SEN","17/06/2019","20","1576.0753","1096.6744","10.2954","2398.5536","22512.7","365.9921","590.4181","5517.9823","1446.9823","5565.3277","2016.3214"
"SEN","17/06/2019","21","1370.7485","339.1709","11.1885","2438.9422","22858.2964","367.162","589.7295","6525.7056","1450.248","5806.9463","2052.3993"
"SEN","17/06/2019","22","1314.8998","9.827","12.1462","2425.2074","23108.9735","369.2463","593.7646","7555.0143","1455.1622","5902.5823","2072.8201"
"SEN","17/06/2019","23","1030.7587","0","13.2653","2267.1071","23048.4346","370.6248","595.027","7870.3709","1457.1368","5845.383","2037.9673"
"SEN","17/06/2019","24","1160.5597","0","15.5728","2218.9709","22674.7606","365.7995","598.9782","6638.567","1460.5056","5821.1639","2027.531"
"SEN","18/06/2019","1","1320.1441","0","18.5","2230.302","21968.7639","364.5717","600.4383","4970.0709","1466.0952","5823.779","2009.6287"
"SEN","18/06/2019","2","1350.2624","0","17.1057","2265.8756","21721.8547","365.8535","602.2176","3701.9385","1471.1093","5799.0005","1933.7467"
"SEN","18/06/2019","3","1219.2507","0","19.1742","2223.8822","21632.3337","363.2659","603.3963","2779.6323","1473.1961","5733.9571","1953.7553"
"SEN","18/06/2019","4","1162.7799","0","14.8052","1994.8297","21590.6953","365.9769","605.4123","2502.3137","1476.5471","5634.9951","1949.1942"
"SEN","18/06/2019","5","992.1092","0","15.0062","2011.0564","21582.2029","367.8602","606.0838","2488.0951","1482.4476","5587.7662","1854.5041"
"SEN","18/06/2019","6","987.888","0.1595","14.193","2001.9577","21485.4226","369.7015","606.3623","2591.1365","1488.8736","5505.4073","1842.4267"
"SEN","18/06/2019","7","881.3529","15.2408","13.2106","2008.168","21787.0558","371.9798","605.4927","2888.3942","1493.1287","5552.9516","1867.7348"
"SEN","18/06/2019","8","864.7469","236.8983","11.6613","2026.1826","21747.9763","372.9257","601.9179","3316.9578","1495.9247","5564.5572","1882.9785"
"SEN","18/06/2019","9","795.4934","1348.971","13.1405","2106.349","21582.9008","369.4485","599.0533","3765.3482","1497.9423","5596.2281","1889.1306"
"SEN","18/06/2019","10","867.5686","2285.9497","12.204","2034.4437","21572.0075","368.9268","589.6693","4400.6757","1501.2251","5615.177","1974.1579"
"SEN","18/06/2019","11","863.5405","2862.7142","17.4795","1972.6341","21724.5836","365.6608","575.0458","4732.363","1503.206","5655.6921","2033.6341"
"SEN","18/06/2019","12","843.6376","2965.2797","15.307","1960.6459","21831.9553","366.2932","587.0343","5395.8684","1508.7711","5820.693","2011.5274"
"SEN","18/06/2019","13","899.5591","2994.9845","16.6569","1982.5048","22032.1765","366.4848","589.8376","5757.0253","1510.0739","5883.7157","2001.0238"
"SEN","18/06/2019","14","894.2259","3039.4868","17.3952","1996.9596","22335.0691","366.6966","587.0641","5876.2135","1508.3612","6011.6567","2044.0589"
"SEN","18/06/2019","15","1008.5236","3115.2727","21.157","1984.6511","22370.9165","362.8876","586.4813","6054.1248","1505.0985","6091.39","2075.1532"
"SEN","18/06/2019","16","1153.8995","3035.6147","10.2854","1889.351","22503.924","365.9659","586.3157","6683.5716","1504.0653","6160.3123","2102.127"
"SEN","18/06/2019","17","1302.0753","2860.8863","7.5739","1744.1686","22541.9415","364.101","593.0766","7220.3787","1503.5136","6162.4285","2147.436"
"SEN","18/06/2019","18","1478.7194","2431.0675","6.551","1755.4446","22644.1051","364.1597","599.9841","6952.5251","1503.7999","6145.4326","2151.7696"
"SEN","18/06/2019","19","1693.5873","2248.5163","6.3191","1745.9812","22705.5344","366.1827","603.7805","5702.9994","1505.1435","6062.1731","2123.3935"
"SEN","18/06/2019","20","1734.7136","1315.6979","8.1509","1841.9119","22902.9379","360.8888","599.4488","5508.9585","1506.8026","6182.8126","2123.9252"
"SEN","18/06/2019","21","1602.7606","333.1084","3.8304","1919.4282","23149.7252","361.7272","599.0248","6653.4669","1510.1645","6202.9566","2187.0883"
"SEN","18/06/2019","22","1548.336","10.7439","2.701","1858.8397","23317.202","371.8093","598.2979","7937.0834","1515.0621","6147.338","2256.1811"
"SEN","18/06/2019","23","1545.3905","0","3.1623","1931.0789","22794.958","373.9092","597.4985","8267.2713","1519.0567","5960.3835","2266.8854"
"SEN","18/06/2019","24","1448.0645","0","3.6986","1985.7475","22442.5444","372.3064","594.7656","7393.0654","1519.6511","5833.5863","2257.4802"
"SEN","19/06/2019","1","1651.9935","0","3.8869","2014.7359","22216.6814","373.0627","599.7906","5496.0997","1520.9343","5867.8897","2235.2096"
"SEN","19/06/2019","2","1736.1965","0","3.7761","1999.0928","21865.8195","372.962","602.4484","4197.4114","1524.0294","5857.3524","2156.8636"
"SEN","19/06/2019","3","1441.4713","0","3.8734","2015.8495","21854.6763","371.4834","604.6662","3567.6704","1526.6803","5876.9553","2082.5064"
"SEN","19/06/2019","4","1254.3286","0","3.8726","2034.5706","21914.1373","357.0314","605.9977","2772.667","1528.7785","5830.8397","2009.8958"
"SEN","19/06/2019","5","1260.2923","0","3.8776","2199.2836","21767.2464","360.4032","606.0964","2358.7715","1530.0242","5790.1876","1974.3356"
"SEN","19/06/2019","6","1352.8895","0.1422","3.9401","2119.9919","21676.0968","364.9127","608.081","2540.9962","1529.6237","5704.7247","1973.4673"
"SEN","19/06/2019","7","1372.3761","15.3346","3.88","1932.5361","21640.2124","366.3598","608.3969","3112.2121","1528.0561","5801.426","1975.5966"
"SEN","19/06/2019","8","1215.2","210.5762","3.8783","1908.4645","21660.6871","367.1372","605.4485","3658.7098","1526.734","5835.9172","1986.1536"
"SEN","19/06/2019","9","1138.2859","1129.3052","3.8701","1917.8405","21543.1507","364.4837","604.2506","4185.1168","1524.5259","5781.4455","2136.449"
"SEN","19/06/2019","10","1389.0376","2176.4756","3.9838","1912.2619","21363.8381","364.0991","600.234","4628.8155","1522.6025","5836.1444","2144.8371"
"SEN","19/06/2019","11","1275.3442","2740.7575","3.897","1914.9106","21584.8291","368.3913","596.8491","4932.5455","1520.4023","5902.8472","2142.8488"
"SEN","19/06/2019","12","1278.3668","3048.1543","3.7944","1918.0167","21809.3718","367.3213","598.5856","5202.8496","1516.7964","6025.904","2181.153"
"SEN","19/06/2019","13","1293.1196","3147.2492","3.635","1970.1461","21694.8438","361.4741","597.5746","5621.1997","1504.8845","6156.1438","2163.1766"
